hour,day,temp,PV_kW
6683,279, 29.50 ,0.60171
6684,279, 29.80 ,0.75636
6685,279, 29.50 ,0.76074
6686,279, 29.10 ,0.54376
6687,279, 28.80 ,0.5767
6688,279, 28.30 ,0.39946
6689,279, 27.80 ,0.13428
6690,279, 27.30 ,0.02678
6691,279, 26.80 ,0
6692,279, 26.30 ,0
6693,279, 25.80 ,0
6694,279, 25.50 ,0
6695,279, 25.20 ,0
6696,279, 25.00 ,0
6697,280, 24.70 ,0
6698,280, 24.30 ,0
6699,280, 24.00 ,0
6700,280, 24.00 ,0
6701,280, 24.00 ,0
6702,280, 24.00 ,0.0009
6703,280, 25.00 ,0.05297
6704,280, 26.00 ,0.1273
6705,280, 27.00 ,0.29924
6706,280, 27.30 ,0.43124
6707,280, 27.70 ,0.42696
6708,280, 28.00 ,0.59704
6709,280, 28.30 ,0.61767
6710,280, 28.70 ,0.66274
6711,280, 29.00 ,0.44404
6712,280, 29.30 ,0.24255
6713,280, 29.70 ,0.15632
6714,280, 30.00 ,0.02502
6715,280, 29.20 ,0
6716,280, 28.30 ,0
6717,280, 27.50 ,0
6718,280, 26.70 ,0
6719,280, 25.80 ,0
6720,280, 25.00 ,0
6721,281, 24.70 ,0
6722,281, 24.40 ,0
6723,281, 24.10 ,0
6724,281, 23.80 ,0
6725,281, 23.80 ,0
6726,281, 23.80 ,0.00091
6727,281, 24.60 ,0.05771
6728,281, 25.50 ,0.20193
6729,281, 26.30 ,0.39361
6730,281, 27.10 ,0.46502
6731,281, 28.00 ,0.4451
6732,281, 28.80 ,0.52736
6733,281, 28.50 ,0.44301
6734,281, 28.10 ,0.49306
6735,281, 27.80 ,0.51552
6736,281, 27.50 ,0.35898
6737,281, 27.10 ,0.12912
6738,281, 26.80 ,0.03469
6739,281, 26.50 ,0
6740,281, 26.10 ,0
6741,281, 25.80 ,0
6742,281, 25.50 ,0
6743,281, 25.30 ,0
6744,281, 25.00 ,0
6745,282, 24.80 ,0
6746,282, 24.70 ,0
6747,282, 24.50 ,0
6748,282, 24.30 ,0
6749,282, 24.20 ,0
6750,282, 24.00 ,0.00091
6751,282, 24.80 ,0.05995
6752,282, 25.70 ,0.18224
6753,282, 26.50 ,0.30345
6754,282, 27.30 ,0.39205
6755,282, 28.20 ,0.43338
6756,282, 29.00 ,0.49699
6757,282, 29.00 ,0.47661
6758,282, 29.00 ,0.4765
6759,282, 29.00 ,0.3795
6760,282, 28.00 ,0.29726
6761,282, 27.00 ,0.13153
6762,282, 26.00 ,0.02657
6763,282, 25.70 ,0
6764,282, 25.30 ,0
6765,282, 25.00 ,0
6766,282, 25.00 ,0
6767,282, 25.00 ,0
6768,282, 25.00 ,0
6769,283, 24.90 ,0
6770,283, 24.70 ,0
6771,283, 24.60 ,0
6772,283, 24.50 ,0
6773,283, 24.10 ,0
6774,283, 23.80 ,0.00091
6775,283, 25.10 ,0.05842
6776,283, 26.50 ,0.14837
6777,283, 27.80 ,0.39173
6778,283, 28.50 ,0.36004
6779,283, 29.10 ,0.53909
6780,283, 29.80 ,0.68886
6781,283, 29.50 ,0.76565
6782,283, 29.10 ,0.6755
6783,283, 28.80 ,0.52958
6784,283, 27.80 ,0.34413
6785,283, 26.80 ,0.14401
6786,283, 25.80 ,0.02495
6787,283, 25.60 ,0
6788,283, 25.50 ,0
6789,283, 25.30 ,0
6790,283, 24.90 ,0
6791,283, 24.50 ,0
6792,283, 24.20 ,0
6793,284, 23.80 ,0
6794,284, 23.70 ,0
6795,284, 23.50 ,0
6796,284, 23.30 ,0
6797,284, 23.20 ,0
6798,284, 23.00 ,0.00092
6799,284, 24.20 ,0.06879
6800,284, 25.30 ,0.20881
6801,284, 26.50 ,0.32344
6802,284, 27.70 ,0.54715
6803,284, 28.80 ,0.6465
6804,284, 30.00 ,0.76089
6805,284, 29.70 ,0.71198
6806,284, 29.30 ,0.67876
6807,284, 29.00 ,0.57307
6808,284, 28.70 ,0.30183
6809,284, 28.30 ,0.14746
6810,284, 28.00 ,0.02369
6811,284, 27.60 ,0
6812,284, 27.20 ,0
6813,284, 26.70 ,0
6814,284, 26.30 ,0
6815,284, 25.90 ,0
6816,284, 25.50 ,0
6817,285, 24.80 ,0
6818,285, 24.10 ,0
6819,285, 23.50 ,0
6820,285, 22.80 ,0
6821,285, 22.80 ,0
6822,285, 22.80 ,0.00092
6823,285, 24.50 ,0.07485
6824,285, 26.10 ,0.25844
6825,285, 27.80 ,0.4242
6826,285, 28.80 ,0.59923
6827,285, 29.80 ,0.73245
6828,285, 30.80 ,0.73587
6829,285, 30.50 ,0.71199
6830,285, 30.10 ,0.63609
6831,285, 29.80 ,0.60078
6832,285, 28.50 ,0.31566
6833,285, 27.10 ,0.13958
6834,285, 25.80 ,0.02225
6835,285, 25.60 ,0
6836,285, 25.50 ,0
6837,285, 25.30 ,0
6838,285, 25.00 ,0
6839,285, 24.80 ,0
6840,285, 24.50 ,0
6841,286, 24.30 ,0
6842,286, 24.20 ,0
6843,286, 24.00 ,0
6844,286, 23.70 ,0
6845,286, 23.30 ,0
6846,286, 23.00 ,0.00092
6847,286, 24.30 ,0.06451
6848,286, 25.70 ,0.21233
6849,286, 27.00 ,0.43898
6850,286, 28.30 ,0.58567
6851,286, 29.70 ,0.69388
6852,286, 31.00 ,0.74867
6853,286, 30.70 ,0.69752
6854,286, 30.30 ,0.67125
6855,286, 30.00 ,0.49581
6856,286, 29.70 ,0.34378
6857,286, 29.30 ,0.14152
6858,286, 29.00 ,0.02364
6859,286, 28.40 ,0
6860,286, 27.90 ,0
6861,286, 27.30 ,0
6862,286, 26.80 ,0
6863,286, 26.20 ,0
6864,286, 25.70 ,0
6865,287, 25.10 ,0
6866,287, 24.60 ,0
6867,287, 24.00 ,0
6868,287, 24.70 ,0
6869,287, 25.30 ,0
6870,287, 26.00 ,0.0009
6871,287, 26.70 ,0.06769
6872,287, 27.30 ,0.22209
6873,287, 28.00 ,0.3481
6874,287, 27.90 ,0.55964
6875,287, 27.80 ,0.58622
6876,287, 27.70 ,0.68595
6877,287, 27.60 ,0.49169
6878,287, 27.40 ,0.56654
6879,287, 27.30 ,0.52211
6880,287, 27.20 ,0.28841
6881,287, 27.10 ,0.1452
6882,287, 27.00 ,0.022
6883,287, 26.70 ,0
6884,287, 26.30 ,0
6885,287, 26.00 ,0
6886,287, 26.00 ,0
6887,287, 26.00 ,0
6888,287, 26.00 ,0
6889,288, 25.60 ,0
6890,288, 25.20 ,0
6891,288, 24.90 ,0
6892,288, 24.50 ,0
6893,288, 24.10 ,0
6894,288, 23.80 ,0.00091
6895,288, 25.80 ,0.0658
6896,288, 27.80 ,0.20144
6897,288, 29.80 ,0.34796
6898,288, 29.80 ,0.44601
6899,288, 29.80 ,0.50986
6900,288, 29.80 ,0.54705
6901,288, 28.80 ,0.48756
6902,288, 27.80 ,0.34076
6903,288, 26.80 ,0.30114
6904,288, 26.50 ,0.30243
6905,288, 26.10 ,0.15403
6906,288, 25.80 ,0.02211
6907,288, 25.60 ,0
6908,288, 25.50 ,0
6909,288, 25.30 ,0
6910,288, 25.70 ,0
6911,288, 26.10 ,0
6912,288, 26.50 ,0
6913,289, 26.90 ,0
6914,289, 26.30 ,0
6915,289, 25.70 ,0
6916,289, 25.20 ,0
6917,289, 24.60 ,0
6918,289, 24.00 ,0.00091
6919,289, 25.00 ,0.05732
6920,289, 26.00 ,0.17119
6921,289, 27.00 ,0.34805
6922,289, 28.00 ,0.4968
6923,289, 29.00 ,0.41541
6924,289, 30.00 ,0.64974
6925,289, 29.70 ,0.73426
6926,289, 29.30 ,0.53271
6927,289, 29.00 ,0.51655
6928,289, 28.70 ,0.34165
6929,289, 28.30 ,0.141
6930,289, 28.00 ,0.02484
6931,289, 27.50 ,0
6932,289, 27.00 ,0
6933,289, 26.50 ,0
6934,289, 26.00 ,0
6935,289, 25.50 ,0
6936,289, 25.00 ,0
6937,290, 24.90 ,0
6938,290, 24.70 ,0
6939,290, 24.60 ,0
6940,290, 24.50 ,0
6941,290, 24.10 ,0
6942,290, 23.80 ,0.00091
6943,290, 25.10 ,0.063
6944,290, 26.50 ,0.17403
6945,290, 27.80 ,0.2877
6946,290, 28.50 ,0.36446
6947,290, 29.10 ,0.51482
6948,290, 29.80 ,0.62569
6949,290, 29.50 ,0.69458
6950,290, 29.10 ,0.40597
6951,290, 28.80 ,0.3838
6952,290, 28.50 ,0.26222
6953,290, 28.10 ,0.13841
6954,290, 27.80 ,0.02191
6955,290, 27.50 ,0
6956,290, 27.10 ,0
6957,290, 26.80 ,0
6958,290, 26.50 ,0
6959,290, 26.10 ,0
6960,290, 25.80 ,0
6961,291, 25.50 ,0
6962,291, 25.10 ,0
6963,291, 24.80 ,0
6964,291, 24.80 ,0
6965,291, 24.80 ,0
6966,291, 24.80 ,0.00091
6967,291, 25.60 ,0.05869
6968,291, 26.50 ,0.16682
6969,291, 27.30 ,0.32668
6970,291, 28.10 ,0.36005
6971,291, 29.00 ,0.41222
6972,291, 29.80 ,0.5923
6973,291, 29.10 ,0.58446
6974,291, 28.50 ,0.4025
6975,291, 27.80 ,0.44853
6976,291, 27.10 ,0.20225
6977,291, 26.50 ,0.10874
6978,291, 25.80 ,0.02038
6979,291, 25.80 ,0
6980,291, 25.80 ,0
6981,291, 25.80 ,0
6982,291, 25.60 ,0
6983,291, 25.30 ,0
6984,291, 25.10 ,0
6985,292, 24.90 ,0
6986,292, 24.40 ,0
6987,292, 24.00 ,0
6988,292, 24.30 ,0
6989,292, 24.70 ,0
6990,292, 25.00 ,0.0009
6991,292, 25.30 ,0.05738
6992,292, 25.70 ,0.12961
6993,292, 26.00 ,0.34272
6994,292, 26.30 ,0.34619
6995,292, 26.70 ,0.40516
6996,292, 27.00 ,0.52974
6997,292, 26.90 ,0.53512
6998,292, 26.80 ,0.63163
6999,292, 26.70 ,0.43239
7000,292, 26.60 ,0.28964
7001,292, 26.40 ,0.10861
7002,292, 26.30 ,0.02086
7003,292, 26.20 ,0
7004,292, 26.10 ,0
7005,292, 26.00 ,0
7006,292, 25.60 ,0
7007,292, 25.10 ,0
7008,292, 24.70 ,0
7009,293, 24.20 ,0
7010,293, 23.80 ,0
7011,293, 23.30 ,0
7012,293, 22.90 ,0
7013,293, 22.40 ,0
7014,293, 22.00 ,0.00092
7015,293, 23.30 ,0.06046
7016,293, 24.70 ,0.1709
7017,293, 26.00 ,0.42099
7018,293, 27.30 ,0.49231
7019,293, 28.70 ,0.60854
7020,293, 30.00 ,0.56072
7021,293, 30.00 ,0.45172
7022,293, 30.00 ,0.64931
7023,293, 30.00 ,0.48282
7024,293, 30.00 ,0.34309
7025,293, 30.00 ,0.12612
7026,293, 30.00 ,0.02002
7027,293, 29.00 ,0
7028,293, 28.00 ,0
7029,293, 27.00 ,0
7030,293, 26.00 ,0
7031,293, 25.00 ,0
7032,293, 24.00 ,0
7033,294, 24.00 ,0
7034,294, 24.00 ,0
7035,294, 24.00 ,0
7036,294, 24.00 ,0
7037,294, 23.80 ,0
7038,294, 23.60 ,0.00091
7039,294, 24.00 ,0.0624
7040,294, 25.00 ,0.18531
7041,294, 27.00 ,0.36393
7042,294, 29.00 ,0.37275
7043,294, 23.00 ,0.51624
7044,294, 24.70 ,0.59146
7045,294, 26.30 ,0.55553
7046,294, 28.00 ,0.62503
7047,294, 26.00 ,0.30907
7048,294, 27.00 ,0.25298
7049,294, 27.00 ,0.11495
7050,294, 26.00 ,0.02032
7051,294, 25.80 ,0
7052,294, 25.60 ,0
7053,294, 25.40 ,0
7054,294, 25.20 ,0
7055,294, 25.00 ,0
7056,294, 25.00 ,0
7057,295, 24.80 ,0
7058,295, 24.60 ,0
7059,295, 24.40 ,0
7060,295, 24.20 ,0
7061,295, 24.00 ,0
7062,295, 23.80 ,0.00091
7063,295, 24.00 ,0.0673
7064,295, 25.00 ,0.17338
7065,295, 26.00 ,0.32623
7066,295, 28.00 ,0.45866
7067,295, 29.00 ,0.56126
7068,295, 30.00 ,0.59724
7069,295, 30.00 ,0.54575
7070,295, 30.00 ,0.57085
7071,295, 29.00 ,0.42163
7072,295, 28.00 ,0.244
7073,295, 27.00 ,0.12603
7074,295, 26.00 ,0.02214
7075,295, 26.00 ,0
7076,295, 25.80 ,0
7077,295, 25.60 ,0
7078,295, 25.40 ,0
7079,295, 25.20 ,0
7080,295, 25.00 ,0
7081,296, 25.00 ,0
7082,296, 24.50 ,0
7083,296, 24.00 ,0
7084,296, 24.00 ,0
7085,296, 23.70 ,0
7086,296, 23.50 ,0.00091
7087,296, 25.00 ,0.06014
7088,296, 26.00 ,0.15431
7089,296, 28.00 ,0.28763
7090,296, 28.40 ,0.41102
7091,296, 28.80 ,0.37356
7092,296, 29.20 ,0.51077
7093,296, 29.60 ,0.48131
7094,296, 30.00 ,0.51915
7095,296, 31.00 ,0.45446
7096,296, 29.50 ,0.32368
7097,296, 28.00 ,0.103
7098,296, 26.50 ,0.01944
7099,296, 26.20 ,0
7100,296, 26.00 ,0
7101,296, 26.00 ,0
7102,296, 25.70 ,0
7103,296, 25.40 ,0
7104,296, 25.10 ,0
7105,297, 24.80 ,0
7106,297, 24.70 ,0
7107,297, 24.50 ,0
7108,297, 24.30 ,0
7109,297, 24.20 ,0
7110,297, 24.00 ,0.00091
7111,297, 25.00 ,0.05589
7112,297, 26.00 ,0.21438
7113,297, 27.00 ,0.409
7114,297, 28.00 ,0.48395
7115,297, 29.00 ,0.6342
7116,297, 30.00 ,0.74672
7117,297, 29.70 ,0.46669
7118,297, 29.30 ,0.67011
7119,297, 29.00 ,0.42351
7120,297, 28.50 ,0.16739
7121,297, 28.00 ,0.14932
7122,297, 27.50 ,0.01834
7123,297, 27.00 ,0
7124,297, 26.50 ,0
7125,297, 26.00 ,0
7126,297, 25.70 ,0
7127,297, 25.30 ,0
7128,297, 25.00 ,0
7129,298, 24.80 ,0
7130,298, 24.70 ,0
7131,298, 24.50 ,0
7132,298, 24.30 ,0
7133,298, 24.20 ,0
7134,298, 24.00 ,0.00091
7135,298, 25.00 ,0.05771
7136,298, 26.00 ,0.16093
7137,298, 27.00 ,0.39653
7138,298, 28.00 ,0.55244
7139,298, 29.00 ,0.62158
7140,298, 30.00 ,0.75418
7141,298, 29.70 ,0.73628
7142,298, 29.30 ,0.62951
7143,298, 29.00 ,0.51834
7144,298, 28.70 ,0.34771
7145,298, 28.30 ,0.12619
7146,298, 28.00 ,0.01863
7147,298, 27.90 ,0
7148,298, 27.80 ,0
7149,298, 27.70 ,0
7150,298, 27.70 ,0
7151,298, 27.60 ,0
7152,298, 27.50 ,0
7153,299, 26.60 ,0
7154,299, 25.60 ,0
7155,299, 24.70 ,0
7156,299, 23.80 ,0
7157,299, 23.80 ,0
7158,299, 23.80 ,0.00091
7159,299, 25.50 ,0.05758
7160,299, 27.10 ,0.1782
7161,299, 28.80 ,0.40152
7162,299, 29.50 ,0.57478
7163,299, 30.10 ,0.69671
7164,299, 30.80 ,0.71375
7165,299, 30.10 ,0.74546
7166,299, 29.50 ,0.62694
7167,299, 28.80 ,0.38987
7168,299, 28.10 ,0.3671
7169,299, 27.50 ,0.1163
7170,299, 26.80 ,0.02036
7171,299, 26.50 ,0
7172,299, 26.10 ,0
7173,299, 25.80 ,0
7174,299, 25.80 ,0
7175,299, 25.80 ,0
7176,299, 25.80 ,0
7177,300, 25.50 ,0
7178,300, 25.10 ,0
7179,300, 24.80 ,0
7180,300, 24.50 ,0
7181,300, 24.10 ,0
7182,300, 23.80 ,0.00091
7183,300, 24.80 ,0.05576
7184,300, 25.80 ,0.2184
7185,300, 26.80 ,0.3392
7186,300, 27.80 ,0.4932
7187,300, 28.80 ,0.62047
7188,300, 29.80 ,0.58333
7189,300, 29.50 ,0.43593
7190,300, 29.10 ,0.43466
7191,300, 28.80 ,0.20625
7192,300, 29.50 ,0.15506
7193,300, 30.10 ,0.07959
7194,300, 30.80 ,0.01755
7195,300, 28.80 ,0
7196,300, 26.80 ,0
7197,300, 24.80 ,0
7198,300, 24.50 ,0
7199,300, 24.10 ,0
7200,300, 23.80 ,0
7201,301, 23.50 ,0
7202,301, 23.10 ,0
7203,301, 22.80 ,0
7204,301, 22.50 ,0
7205,301, 22.10 ,0
7206,301, 21.80 ,0.00092
7207,301, 23.00 ,0.07501
7208,301, 24.10 ,0.19579
7209,301, 25.30 ,0.34325
7210,301, 26.50 ,0.46289
7211,301, 27.60 ,0.54804
7212,301, 28.80 ,0.47627
7213,301, 28.10 ,0.45936
7214,301, 27.50 ,0.38681
7215,301, 26.80 ,0.32922
7216,301, 26.50 ,0.29077
7217,301, 26.10 ,0.13274
7218,301, 25.80 ,0.01857
7219,301, 25.50 ,0
7220,301, 25.10 ,0
7221,301, 24.80 ,0
7222,301, 24.80 ,0
7223,301, 24.80 ,0
7224,301, 24.80 ,0
7225,302, 24.50 ,0
7226,302, 24.10 ,0
7227,302, 23.80 ,0
7228,302, 23.50 ,0
7229,302, 23.10 ,0
7230,302, 22.80 ,0.00092
7231,302, 24.50 ,0.05924
7232,302, 26.10 ,0.22294
7233,302, 27.80 ,0.26739
7234,302, 28.50 ,0.45177
7235,302, 29.10 ,0.60208
7236,302, 29.80 ,0.70353
7237,302, 29.50 ,0.56043
7238,302, 29.10 ,0.51241
7239,302, 28.80 ,0.35823
7240,302, 27.80 ,0.18092
7241,302, 26.80 ,0.16172
7242,302, 25.80 ,0.02226
7243,302, 25.50 ,0
7244,302, 25.10 ,0
7245,302, 24.80 ,0
7246,302, 24.50 ,0
7247,302, 24.10 ,0
7248,302, 23.80 ,0
7249,303, 23.50 ,0
7250,303, 23.10 ,0
7251,303, 22.80 ,0
7252,303, 22.50 ,0
7253,303, 22.10 ,0
7254,303, 21.80 ,0.00092
7255,303, 24.10 ,0.06445
7256,303, 26.50 ,0.17736
7257,303, 28.80 ,0.36606
7258,303, 29.50 ,0.55455
7259,303, 30.10 ,0.70792
7260,303, 30.80 ,0.61049
7261,303, 30.10 ,0.69387
7262,303, 29.50 ,0.65448
7263,303, 28.80 ,0.5146
7264,303, 28.10 ,0.30786
7265,303, 27.50 ,0.11633
7266,303, 26.80 ,0.02396
7267,303, 26.50 ,0
7268,303, 26.10 ,0
7269,303, 25.80 ,0
7270,303, 25.30 ,0
7271,303, 24.70 ,0
7272,303, 24.20 ,0
7273,304, 23.70 ,0
7274,304, 23.30 ,0
7275,304, 23.00 ,0
7276,304, 23.00 ,0
7277,304, 23.00 ,0
7278,304, 23.00 ,0.00091
7279,304, 24.30 ,0.06329
7280,304, 25.70 ,0.18821
7281,304, 27.00 ,0.39806
7282,304, 28.30 ,0.44342
7283,304, 29.70 ,0.68408
7284,304, 31.00 ,0.57907
7285,304, 30.70 ,0.58979
7286,304, 30.30 ,0.5505
7287,304, 30.00 ,0.50508
7288,304, 29.00 ,0.31608
7289,304, 28.00 ,0.10308
7290,304, 27.00 ,0.0177
7291,304, 26.70 ,0
7292,304, 26.30 ,0
7293,304, 26.00 ,0
7294,304, 25.80 ,0
7295,304, 25.70 ,0
7296,304, 25.50 ,0
7297,305, 25.30 ,0
7298,305, 25.10 ,0
7299,305, 25.00 ,0
7300,305, 24.80 ,0
7301,305, 24.90 ,0
7302,305, 24.90 ,0.0009
7303,305, 26.50 ,0.06083
7304,305, 28.20 ,0.19047
7305,305, 29.80 ,0.42439
7306,305, 29.90 ,0.5948
7307,305, 30.10 ,0.67038
7308,305, 30.20 ,0.55917
7309,305, 30.10 ,0.57648
7310,305, 29.90 ,0.59013
7311,305, 29.80 ,0.39887
7312,305, 29.10 ,0.30703
7313,305, 28.50 ,0.14999
7314,305, 27.80 ,0.01707
7315,305, 27.50 ,0
7316,305, 27.10 ,0
7317,305, 26.80 ,0
7318,305, 26.50 ,0
7319,305, 26.30 ,0
7320,305, 26.00 ,0
7321,306, 25.50 ,0
7322,306, 25.00 ,0
7323,306, 24.50 ,0
7324,306, 24.00 ,0
7325,306, 24.00 ,0
7326,306, 24.00 ,0.00091
7327,306, 25.00 ,0.08846
7328,306, 26.00 ,0.19923
7329,306, 29.00 ,0.38173
7330,306, 30.00 ,0.5161
7331,306, 31.00 ,0.60615
7332,306, 32.00 ,0.695
7333,306, 31.30 ,0.55256
7334,306, 30.70 ,0.4867
7335,306, 30.00 ,0.40612
7336,306, 29.00 ,0.16542
7337,306, 28.00 ,0.10181
7338,306, 27.00 ,0.01942
7339,306, 27.00 ,0
7340,306, 26.70 ,0
7341,306, 26.40 ,0
7342,306, 26.00 ,0
7343,306, 25.70 ,0
7344,306, 25.40 ,0
7345,307, 25.10 ,0
7346,307, 24.80 ,0
7347,307, 24.50 ,0
7348,307, 24.10 ,0
7349,307, 23.80 ,0
7350,307, 23.50 ,0.00091
7351,307, 25.00 ,0.07366
7352,307, 26.50 ,0.27074
7353,307, 28.00 ,0.47645
7354,307, 29.20 ,0.59125
7355,307, 30.30 ,0.66878
7356,307, 31.50 ,0.7173
7357,307, 31.30 ,0.74579
7358,307, 31.20 ,0.69506
7359,307, 31.00 ,0.48065
7360,307, 30.00 ,0.30849
7361,307, 28.00 ,0.15302
7362,307, 27.20 ,0.01724
7363,307, 27.00 ,0
7364,307, 26.70 ,0
7365,307, 26.30 ,0
7366,307, 26.00 ,0
7367,307, 25.70 ,0
7368,307, 25.30 ,0
7369,308, 25.00 ,0
7370,308, 24.70 ,0
7371,308, 24.30 ,0
7372,308, 24.00 ,0
7373,308, 24.00 ,0
7374,308, 24.10 ,0.00181
7375,308, 25.40 ,0.0635
7376,308, 26.70 ,0.19684
7377,308, 28.00 ,0.41977
7378,308, 29.30 ,0.5399
7379,308, 30.70 ,0.6585
7380,308, 32.00 ,0.71946
7381,308, 33.00 ,0.70119
7382,308, 31.70 ,0.64344
7383,308, 30.50 ,0.48309
7384,308, 29.20 ,0.3007
7385,308, 28.00 ,0.1123
7386,308, 27.00 ,0.01671
7387,308, 27.00 ,0
7388,308, 27.00 ,0
7389,308, 27.00 ,0
7390,308, 26.00 ,0
7391,308, 25.80 ,0
7392,308, 25.50 ,0
7393,309, 25.30 ,0
7394,309, 25.10 ,0
7395,309, 24.90 ,0
7396,309, 24.60 ,0
7397,309, 24.40 ,0
7398,309, 24.20 ,0.0009
7399,309, 25.60 ,0.06474
7400,309, 27.00 ,0.23464
7401,309, 27.50 ,0.34733
7402,309, 28.00 ,0.4841
7403,309, 30.00 ,0.64076
7404,309, 31.50 ,0.64184
7405,309, 31.20 ,0.69223
7406,309, 31.00 ,0.56707
7407,309, 31.00 ,0.54963
7408,309, 30.00 ,0.36753
7409,309, 29.00 ,0.16722
7410,309, 28.00 ,0.01615
7411,309, 27.80 ,0
7412,309, 27.60 ,0
7413,309, 27.40 ,0
7414,309, 27.20 ,0
7415,309, 27.00 ,0
7416,309, 26.70 ,0
7417,310, 26.40 ,0
7418,310, 26.10 ,0
7419,310, 25.80 ,0
7420,310, 25.50 ,0
7421,310, 25.20 ,0
7422,310, 24.90 ,0.0009
7423,310, 25.90 ,0.05969
7424,310, 27.00 ,0.18214
7425,310, 28.00 ,0.30053
7426,310, 28.20 ,0.53121
7427,310, 28.30 ,0.6041
7428,310, 28.50 ,0.67417
7429,310, 28.70 ,0.61388
7430,310, 28.80 ,0.62863
7431,310, 29.00 ,0.4509
7432,310, 28.00 ,0.29397
7433,310, 26.00 ,0.11874
7434,310, 28.00 ,0.0175
7435,310, 27.70 ,0
7436,310, 27.30 ,0
7437,310, 27.00 ,0
7438,310, 26.00 ,0
7439,310, 26.00 ,0
7440,310, 25.90 ,0
7441,311, 25.70 ,0
7442,311, 25.60 ,0
7443,311, 25.40 ,0
7444,311, 25.30 ,0
7445,311, 25.10 ,0
7446,311, 25.00 ,0.0009
7447,311, 25.00 ,0.05697
7448,311, 27.00 ,0.21051
7449,311, 29.00 ,0.43059
7450,311, 30.00 ,0.56963
7451,311, 31.00 ,0.65738
7452,311, 32.60 ,0.75475
7453,311, 32.00 ,0.73845
7454,311, 30.00 ,0.59065
7455,311, 28.60 ,0.49185
7456,311, 28.30 ,0.26188
7457,311, 28.00 ,0.12435
7458,311, 27.70 ,0.016
7459,311, 27.40 ,0
7460,311, 27.10 ,0
7461,311, 26.80 ,0
7462,311, 26.90 ,0
7463,311, 26.90 ,0
7464,311, 27.00 ,0
7465,312, 27.00 ,0
7466,312, 26.30 ,0
7467,312, 25.70 ,0
7468,312, 25.00 ,0
7469,312, 25.00 ,0
7470,312, 25.00 ,0.0009
7471,312, 26.00 ,0.06043
7472,312, 27.00 ,0.20863
7473,312, 29.00 ,0.36626
7474,312, 31.00 ,0.42607
7475,312, 31.20 ,0.5089
7476,312, 31.50 ,0.5476
7477,312, 31.00 ,0.74342
7478,312, 31.00 ,0.62437
7479,312, 31.00 ,0.45836
7480,312, 30.00 ,0.24768
7481,312, 29.00 ,0.11336
7482,312, 28.20 ,0.01661
7483,312, 28.10 ,0
7484,312, 28.00 ,0
7485,312, 28.00 ,0
7486,312, 27.50 ,0
7487,312, 27.00 ,0
7488,312, 27.00 ,0
7489,313, 26.40 ,0
7490,313, 25.80 ,0
7491,313, 25.10 ,0
7492,313, 24.50 ,0
7493,313, 23.90 ,0
7494,313, 23.30 ,0.00092
7495,313, 25.30 ,0.06038
7496,313, 27.30 ,0.19637
7497,313, 29.30 ,0.41334
7498,313, 30.20 ,0.55296
7499,313, 31.00 ,0.60685
7500,313, 31.90 ,0.72668
7501,313, 31.00 ,0.64325
7502,313, 30.00 ,0.50432
7503,313, 29.10 ,0.52711
7504,313, 28.60 ,0.33856
7505,313, 28.10 ,0.10728
7506,313, 27.60 ,0.01671
7507,313, 27.40 ,0
7508,313, 27.20 ,0
7509,313, 27.00 ,0
7510,313, 26.60 ,0
7511,313, 26.20 ,0
7512,313, 25.80 ,0
7513,314, 25.50 ,0
7514,314, 25.30 ,0
7515,314, 25.00 ,0
7516,314, 24.70 ,0
7517,314, 24.40 ,0
7518,314, 24.10 ,0.00091
7519,314, 25.50 ,0.06732
7520,314, 26.90 ,0.23792
7521,314, 28.30 ,0.40234
7522,314, 29.20 ,0.46237
7523,314, 30.20 ,0.67268
7524,314, 31.10 ,0.65444
7525,314, 30.50 ,0.48599
7526,314, 29.90 ,0.62546
7527,314, 29.20 ,0.44163
7528,314, 28.60 ,0.28863
7529,314, 28.00 ,0.12909
7530,314, 27.40 ,0.01678
7531,314, 27.20 ,0
7532,314, 26.90 ,0
7533,314, 26.70 ,0
7534,314, 26.80 ,0
7535,314, 26.90 ,0
7536,314, 26.90 ,0
7537,315, 27.00 ,0
7538,315, 27.00 ,0
7539,315, 26.00 ,0
7540,315, 25.90 ,0
7541,315, 25.90 ,0
7542,315, 25.80 ,0.0009
7543,315, 26.40 ,0.05363
7544,315, 27.00 ,0.22566
7545,315, 28.00 ,0.39142
7546,315, 29.00 ,0.54678
7547,315, 30.00 ,0.53937
7548,315, 30.80 ,0.5967
7549,315, 30.60 ,0.73349
7550,315, 30.40 ,0.62906
7551,315, 30.20 ,0.55383
7552,315, 30.00 ,0.33054
7553,315, 29.10 ,0.13929
7554,315, 28.20 ,0.01585
7555,315, 28.10 ,0
7556,315, 27.90 ,0
7557,315, 27.80 ,0
7558,315, 27.70 ,0
7559,315, 27.50 ,0
7560,315, 27.40 ,0
7561,316, 27.00 ,0
7562,316, 26.60 ,0
7563,316, 26.30 ,0
7564,316, 25.90 ,0
7565,316, 25.50 ,0
7566,316, 25.20 ,0.00091
7567,316, 26.70 ,0.06021
7568,316, 28.30 ,0.18669
7569,316, 29.80 ,0.34511
7570,316, 30.60 ,0.55992
7571,316, 31.50 ,0.64949
7572,316, 32.30 ,0.50405
7573,316, 31.50 ,0.61916
7574,316, 30.60 ,0.45703
7575,316, 29.80 ,0.44911
7576,316, 29.40 ,0.22315
7577,316, 28.90 ,0.10628
